id,tag
25573,"POS"
25574,"JJ"
25575,"JJ"
25576,"NN"
25577,"NNS"
25578,"IN"
25579,"JJ"
25580,"NN"
25581,"NN"
25582,","
25583,"VBG"
25584,"TO"
25585,"VB"
25586,"RB"
25587,","
25588,"DT"
25589,"NN"
25590,"WP"
25591,"NNP"
25592,"VBD"
25593,"IN"
25594,"NNP"
25595,"NNP"
25596,"CC"
25597,"WP"
25598,"VBD"
25599,"IN"
25600,"DT"
25601,"NNP"
25602,"IN"
25603,"VBD"
25604,"IN"
25605,"NNS"
25606,"IN"
25607,"MD"
25608,"VB"
25609,"IN"
25610,"DT"
25611,"NNS"
25612,"IN"
25613,"NN"
25614,"NNS"
25615,"."
25616,"CC"
25617,"NNP"
25618,"NNP"
25619,"VBD"
25620,"VBD"
25621,"DT"
25622,"NNP"
25623,"NNP"
25624,"NNP"
25625,"MD"
25626,"RB"
25627,"VB"
25628,"IN"
25629,"NNP"
25630,","
25631,"VBD"
25632,"PRP$"
25633,"NN"
25634,"NN"
25635,"NN"
25636,"NNS"
25637,","
25638,"IN"
25639,"PRP"
25640,"VBD"
25641,"DT"
25642,"NN"
25643,"NN"
25644,":"
25645,"PRP$"
25646,"NN"
25647,"IN"
25648,"DT"
25649,"JJ"
25650,"NN"
25651,"IN"
25652,"NNP"
25653,"."
25654,"NNP"
25655,"NNP"
25656,"VBZ"
25657,"DT"
25658,"NN"
25659,"VBD"
25660,"DT"
25661,"NN"
25662,"TO"
25663,"VB"
25664,"RP"
25665,"DT"
25666,"NNS"
25667,"JJ"
25668,"NN"
25669,"IN"
25670,"NNS"
25671,"."
25672,"NNP"
25673,"VBD"
25674,"RB"
25675,"JJ"
25676,"NN"
25677,"IN"
25678,"PRP$"
25679,"JJ"
25680,"NN"
25681,"VBZ"
25682,"DT"
25683,"JJ"
25684,"NN"
25685,"IN"
25686,"NNS"
25687,"."
25688,"CC"
25689,"IN"
25690,"IN"
25691,"NNP"
25692,"CD"
25693,"NNP"
25694,","
25695,"IN"
25696,"DT"
25697,"NN"
25698,"IN"
25699,"NNP"
25700,","
25701,"PRP"
25702,"VBD"
25703,"VBZ"
25704,"DT"
25705,"NN"
25706,"NNS"
25707,"IN"
25708,"DT"
25709,"NN"
25710,"NN"
25711,"IN"
25712,"NNP"
25713,"."
25714,"NN"
25715,","
25716,"PRP$"
25717,"NN"
25718,"IN"
25719,"DT"
25720,"JJ"
25721,"NN"
25722,"VBD"
25723,"VBN"
25724,","
25725,"PRP"
25726,"VBD"
25727,"RB"
25728,"TO"
25729,"VB"
25730,"PRP"
25731,"JJ"
25732,"NNS"
25733,"IN"
25734,"DT"
25735,"NNP"
25736,"NN"
25737,","
25738,"VBZ"
25739,"NNP"
25740,"NNP"
25741,"NNP"
25742,","
25743,"DT"
25744,"JJ"
25745,"NN"
25746,"WP"
25747,"RB"
25748,"VBN"
25749,"IN"
25750,"DT"
25751,"NNP"
25752,"NNP"
25753,"NNP"
25754,"."
25755,"``"
25756,"NNP"
25757,"NNP"
25758,"NNP"
25759,"NNP"
25760,"NNS"
25761,"CC"
25762,"DT"
25763,"NNP"
25764,"NN"
25765,"IN"
25766,"DT"
25767,"NN"
25768,","
25769,"''"
25770,"PRP"
25771,"VBZ"
25772,"."
25773,"DT"
25774,"NN"
25775,"IN"
25776,"NNP"
25777,"VBD"
25778,"CD"
25779,"NN"
25780,"NNS"
25781,"IN"
25782,"WDT"
25783,"NNP"
25784,"NNP"
25785,"NNP"
25786,"VBP"
25787,"RB"
25788,"JJ"
25789,"NNS"
25790,"IN"
25791,"NNP"
25792,":"
25793,"IN"
25794,"NNP"
25795,"NNP"
25796,"NNS"
25797,"."
25798,"IN"
25799,"NNP"
25800,","
25801,"RB"
25802,"DT"
25803,"NN"
25804,"TO"
25805,"VB"
25806,"NNP"
25807,","
25808,"JJ"
25809,"NN"
25810,"NN"
25811,"TO"
25812,"VB"
25813,"IN"
25814,"NNP"
25815,"NNP"
25816,"POS"
25817,"NNP"
25818,"NNP"
25819,"NNP"
25820,"IN"
25821,"DT"
25822,"NN"
25823,"IN"
25824,"NNP"
25825,"NNP"
25826,"NNP"
25827,"CC"
25828,"``"
25829,"JJ"
25830,","
25831,"JJ"
25832,"NNS"
25833,"''"
25834,"IN"
25835,"DT"
25836,"JJ"
25837,"NNS"
25838,"."
25839,"NNP"
25840,"NNP"
25841,"NNP"
25842,"NNP"
25843,"NNP"
25844,"NNP"
25845,","
25846,"DT"
25847,"NNP"
25848,"NN"
25849,"TO"
25850,"VB"
25851,","
25852,"IN"
25853,"DT"
25854,"NN"
25855,"."
25856,"``"
25857,"JJ"
25858,"NN"
25859,","
25860,"''"
25861,"NNP"
25862,"NNP"
25863,"NNP"
25864,"."
25865,"PRP"
25866,"VBZ"
25867,"NNP"
25868,"NNP"
25869,"NNP"
25870,"NNP"
25871,"PRP"
25872,"VBD"
25873,"VBN"
25874,"VBN"
25875,"RP"
25876,"IN"
25877,"DT"
25878,"``"
25879,"NN"
25880,"NN"
25881,","
25882,"''"
25883,"IN"
25884,"WDT"
25885,"NNP"
25886,"NNP"
25887,"MD"
25888,"VB"
25889,"TO"
25890,"VB"
25891,"PRP"
25892,"IN"
25893,"DT"
25894,"NNS"
25895,"CC"
25896,"RB"
25897,"VBG"
25898,"DT"
25899,"VBN"
25900,"``"
25901,"IN"
25902,"NNS"
25903,"CC"
25904,"NNP"
25905,"."
25906,"''"
25907,"NNP"
25908,"NNP"
25909,","
25910,"IN"
25911,"NN"
25912,"IN"
25913,"VBG"
25914,"PRP$"
25915,"NN"
25916,"IN"
25917,"DT"
25918,"NNP"
25919,"NNP"
25920,"NNP"
25921,","
25922,"MD"
25923,"RB"
25924,"VB"
25925,"VBN"
25926,"IN"
25927,"NN"
25928,"."
25929,"IN"
25930,"NNP"
25931,"NNP"
25932,"POS"
25933,"JJ"
25934,"NNP"
25935,"VBD"
25936,","
25937,"RB"
25938,"VBD"
25939,"PRP$"
25940,"NNS"
25941,"IN"
25942,"NN"
25943,"TO"
25944,"DT"
25945,"NN"
25946,","
25947,"DT"
25948,"JJ"
25949,"NN"
25950,"TO"
25951,"VB"
25952,"JJR"
25953,"NN"
25954,"IN"
25955,"NNP"
25956,"."
25957,"IN"
25958,"NN"
25959,","
25960,"PRP"
25961,"VBD"
25962,"VBN"
25963,"DT"
25964,"JJ"
25965,"NNS"
25966,"IN"
25967,"NNS"
25968,"IN"
25969,"DT"
25970,"NN"
25971,"NN"
25972,"."
25973,"CC"
25974,"RB"
25975,"CD"
25976,"NN"
25977,"NNS"
25978,","
25979,"PRP"
25980,"RB"
25981,"VBD"
25982,"$"
25983,"CD"
25984,"TO"
25985,"DT"
25986,"JJ"
25987,"NN"
25988,","
25989,"VBG"
25990,"TO"
25991,"VB"
25992,"VB"
25993,"IN"
25994,"NNP"
25995,"NNP"
25996,"POS"
25997,"NNP"
25998,"NNS"
25999,"IN"
26000,"NNP"
26001,","
26002,"NN"
26003,"."
26004,"NNP"
26005,","
26006,"PRP$"
26007,"JJ"
26008,"NN"
26009,"NNS"
26010,"."
26011,"NNP"
26012,"NNP"
26013,"VBD"
26014,"VBN"
26015,"IN"
26016,"NNS"
26017,"IN"
26018,"VB"
26019,"DT"
26020,"NN"
26021,"IN"
26022,"JJ"
26023,"NNS"
26024,","
26025,"PRP$"
26026,"NNS"
26027,"DT"
26028,"JJ"
26029,"NN"
26030,"CC"
26031,"DT"
26032,"JJ"
26033,"NN"
26034,"TO"
26035,"VB"
26036,"NN"
26037,"NNP"
26038,"NNP"
26039,"IN"
26040,"NN"
26041,"NNS"
26042,"NNS"
26043,"."
26044,"PRP"
26045,"RB"
26046,"NNP"
26047,"NNP"
26048,"VBD"
26049,"JJ"
26050,"NNS"
26051,","
26052,"DT"
26053,"NN"
26054,"NNP"
26055,"NNP"
26056,"NN"
26057,"IN"
26058,"JJ"
26059,"NNS"
26060,"TO"
26061,"DT"
26062,"NNP"
26063,","
26064,"IN"
26065,"NNP"
26066,"NNS"
26067,"NNS"
26068,"TO"
26069,"VB"
26070,"DT"
26071,"NN"
26072,"TO"
26073,"VB"
26074,"DT"
26075,"NN"
26076,"."
26077,"CC"
26078,","
26079,"DT"
26080,"DT"
26081,"NN"
26082,","
26083,"NNS"
26084,"POS"
26085,"NN"
26086,"NNS"
26087,"NN"
26088,"TO"
26089,"VB"
26090,"."
26091,"NNP"
26092,"NNP"
26093,"VBD"
26094,"VBG"
26095,"NN"
26096,"."
26097,"IN"
26098,"JJ"
26099,"NNS"
26100,","
26101,"PRP"
26102,"VBD"
26103,"DT"
26104,"NN"
26105,"PRP"
26106,"VBD"
26107,"DT"
26108,"NNP"
26109,"MD"
26110,"RB"
26111,"NN"
26112,"."
26113,"IN"
26114,"NNS"
26115,"IN"
26116,"DT"
26117,"NN"
26118,"IN"
26119,"JJ"
26120,"NN"
26121,"NNS"
26122,"VBN"
26123,"IN"
26124,"DT"
26125,"NNP"
26126,"NNP"
26127,","
26128,"NNP"
26129,"NNP"
26130,"VBD"
26131,"TO"
26132,"VB"
26133,"DT"
26134,"NN"
26135,"NNS"
26136,"IN"
26137,"NN"
26138,"``"
26139,"IN"
26140,"DT"
26141,"NN"
26142,"TO"
26143,"VB"
26144,"RB"
26145,"RB"
26146,"NNP"
26147,"POS"
26148,"NN"
26149,"CC"
26150,"DT"
26151,"NN"
26152,"TO"
26153,"VB"
26154,"DT"
26155,"NNP"
26156,"NNP"
26157,"."
26158,"VBN"
26159,"NN"
26160,"IN"
26161,"NN"
26162,"NNS"
26163,"TO"
26164,"DT"
26165,"NNP"
26166,"NN"
26167,"NNS"
26168,"."
26169,"''"
26170,"``"
26171,"NNP"
26172,","
26173,"''"
26174,"DT"
26175,"NN"
26176,"NN"
26177,"IN"
26178,","
26179,"VBG"
26180,"TO"
26181,"NNP"
26182,"NNP"
26183,","
26184,"``"
26185,"VBZ"
26186,"VBN"
26187,"NNP"
26188,"POS"
26189,"NNS"
26190,"IN"
26191,"NNP"
26192,"NN"
26193,"NNS"
26194,"JJ"
26195,"NN"
26196,"."
26197,"DT"
26198,"NN"
26199,"VBD"
26200,"IN"
26201,"NNP"
26202,"VBD"
26203,"JJ"
26204,"NNS"
26205,"IN"
26206,"NN"
26207,"IN"
26208,"NNP"
26209,"CC"
26210,"MD"
26211,"VB"
26212,"JJ"
26213,"JJ"
26214,"NNS"
26215,","
26216,"RB"
26217,"IN"
26218,"NNP"
26219,"VBD"
26220,"VBD"
26221,"VBD"
26222,"DT"
26223,"NNP"
26224,"."
26225,"VBP"
26226,"DT"
26227,"JJ"
26228,"NN"
26229,"IN"
26230,"NNS"
26231,"RP"
26232,"DT"
26233,"NN"
26234,"NN"
26235,"."
26236,"''"
26237,"NNP"
26238,"NNP"
26239,"VBD"
26240,"DT"
26241,"JJ"
26242,"TO"
26243,"PRP$"
26244,"NNS"
26245,"CC"
26246,"TO"
26247,"VB"
26248,"NNP"
26249,"IN"
26250,"NNP"
26251,"NNP"
26252,"NNP"
26253,","
26254,"WP"
26255,"NNS"
26256,"PRP"
26257,"TO"
26258,"VB"
26259,"IN"
26260,"NNP"
26261,"NNP"
26262,"NNP"
26263,"."
26264,"NNP"
26265,"NNP"
26266,"POS"
26267,"NN"
26268,"VBD"
26269,"VBN"
26270,"RB"
26271,"."
26272,"CC"
26273,"NNP"
26274,"NNP"
26275,"NNP"
26276,"CD"
26277,"NNP"
26278,"NNP"
26279,"IN"
26280,"DT"
26281,"NN"
26282,"MD"
26283,"VB"
26284,"NNS"
26285,"IN"
26286,"RB"
26287,"PRP"
26288,"MD"
26289,"RB"
26290,"PRP$"
26291,"NNS"
26292,"NN"
26293,"."
26294,"DT"
26295,"NN"
26296,"IN"
26297,"DT"
26298,"NNS"
26299,"VBD"
26300,"IN"
26301,"NN"
26302,"."
26303,"RB"
26304,"VBZ"
26305,"DT"
26306,"NN"
26307,"NN"
26308,"NN"
26309,"VBD"
26310,"NNP"
26311,"NNP"
26312,"NNP"
26313,"POS"
26314,"NN"
26315,"NN"
26316,"."
26317,"DT"
26318,"NN"
26319,"IN"
26320,"NNP"
26321,"NNP"
26322,"NNP"
26323,"NNP"
26324,"CC"
26325,"NNP"
26326,"IN"
26327,"NNP"
26328,"NNP"
26329,"VBD"
26330,"JJ"
26331,"JJ"
26332,"NNS"
26333,"TO"
26334,"VB"
26335,"NNS"
26336,"."
26337,"NNP"
26338,"NN"
26339,"IN"
26340,"PRP"
26341,"VBD"
26342,"VBN"
26343,"IN"
26344,"CD"
26345,"CD"
26346,"JJ"
26347,"TO"
26348,"NNS"
26349,"IN"
26350,"JJ"
26351,"NNS"
26352,","
26353,"PRP$"
26354,"JJ"
26355,"NNS"
26356,"IN"
26357,"NNS"
26358,","
26359,"IN"
26360,"NNP"
26361,"NNP"
26362,"VBD"
26363,"VBZ"
26364,"DT"
26365,"NN"
26366,"NNS"
26367,"CC"
26368,"VBD"
26369,"VBD"
26370,"DT"
26371,"NN"
26372,"IN"
26373,"JJ"
26374,"NNS"
26375,"CC"
26376,"NNS"
26377,"."
26378,"VBN"
26379,"JJ"
26380,"NNS"
26381,"VBD"
26382,"VBG"
26383,"DT"
26384,"NN"
26385,"TO"
26386,"VB"
26387,"PRP"
26388,"."
26389,"RB"
26390,"IN"
26391,"NNP"
26392,":"
26393,"DT"
26394,"NN"
26395,"NN"
26396,"NN"
26397,"IN"
26398,"NNP"
26399,":"
26400,"NNS"
26401,"TO"
26402,"VB"
26403,"VBN"
26404,"NNS"
26405,"IN"
26406,"NN"
26407,"NNS"
26408,"IN"
26409,"CD"
26410,"CD"
26411,"."
26412,"IN"
26413,"NNP"
26414,"IN"
26415,"JJ"
26416,"NNS"
26417,"IN"
26418,"NNP"
26419,"CD"
26420,"IN"
26421,"NN"
26422,"TO"
26423,"VB"
26424,"DT"
26425,"NNP"
26426,"VBD"
26427,"IN"
26428,"NN"
26429,"IN"
26430,"PRP$"
26431,"NN"
26432,","
26433,"NNP"
26434,"NNP"
26435,"NNP"
26436,"NNP"
26437,"NNP"
26438,"NNS"
26439,"IN"
26440,"DT"
26441,"NNP"
26442,","
26443,"WP"
26444,"PRP"
26445,"VBD"
26446,"VBN"
26447,"IN"
26448,"IN"
26449,"JJ"
26450,"NNS"
26451,","
26452,"MD"
26453,"RB"
26454,"IN"
26455,"NNP"
26456,"."
26457,"RB"
26458,","
26459,"JJ"
26460,"NN"
26461,":"
26462,"DT"
26463,"NNP"
26464,"NNP"
26465,"NNP"
26466,"NNP"
26467,":"
26468,"VBZ"
26469,"DT"
26470,"JJ"
26471,"NN"
26472,"."
26473,"NNP"
26474,"NNP"
26475,"VBZ"
26476,"VBN"
26477,"TO"
26478,"NNP"
26479,"VB"
26480,"TO"
26481,"VB"
26482,"."
26483,"NNP"
26484,"NNP"
26485,"NN"
26486,"PRP"
26487,"VBZ"
26488,"RB"
26489,"DT"
26490,"NN"
26491,"CC"
26492,"TO"
26493,"VB"
26494,"VB"
26495,"TO"
26496,"VB"
26497,"."
26498,"PRP"
26499,"VBZ"
26500,"DT"
26501,"JJ"
26502,"NN"
26503,":"
26504,"VBG"
26505,"TO"
26506,"DT"
26507,"NN"
26508,"."
26509,"IN"
26510,"DT"
26511,"NN"
26512,","
26513,"VBZ"
26514,"NNP"
26515,"VBZ"
26516,"DT"
26517,"JJ"
26518,"NN"
26519,"IN"
26520,"NNP"
26521,"POS"
26522,"NNP"
26523,","
26524,"NN"
26525,"IN"
26526,"DT"
26527,"NN"
26528,"CC"
26529,"NNP"
26530,"CD"
26531,"NN"
26532,"."
26533,"NNP"
26534,"RB"
26535,","
26536,"NNP"
26537,"NNP"
26538,"NNP"
26539,"."
26540,"``"
26541,"IN"
26542,"JJ"
26543,"NNS"
26544,","
26545,"NNS"
26546,"VBD"
26547,"VBN"
26548,"TO"
26549,"VB"
26550,"RP"
26551,"IN"
26552,"NNP"
26553,"."
26554,"DT"
26555,"NN"
26556,"VBZ"
26557,"TO"
26558,"VB"
26559,"NNS"
26560,"CC"
26561,"RB"
26562,","
26563,"''"
26564,"PRP"
26565,"VBZ"
26566,"."
26567,"``"
26568,"PRP"
26569,"VBP"
26570,"RB"
26571,"VB"
26572,"PRP"
26573,"VBP"
26574,"PRP"
26575,"IN"
26576,"RB"
26577,"IN"
26578,"PRP"
26579,"NNP"
26580,"NNP"
26581,","
26582,"NNP"
26583,"NNP"
26584,"CC"
26585,"NNP"
26586,"NNP"
26587,"VBD"
26588,"RP"
26589,"TO"
26590,"VB"
26591,"JJ"
26592,"CC"
26593,"NN"
26594,"."
26595,"O"
26596,"NNP"
26597,"NNP"
26598,"VBD"
26599,"IN"
26600,"JJ"
26601,"JJ"
26602,"NN"
26603,"VBD"
26604,"TO"
26605,"$"
26606,"CD"
26607,"CD"
26608,","
26609,"CC"
26610,"NN"
26611,"NNS"
26612,"DT"
26613,"NN"
26614,","
26615,"IN"
26616,"$"
26617,"CD"
26618,"CD"
26619,","
26620,"CC"
26621,"NN"
26622,"NNS"
26623,"DT"
26624,"NN"
26625,","
26626,"DT"
26627,"NN"
26628,"NNS"
26629,"."
26630,"NNP"
26631,"POS"
26632,"NNP"
26633,"NNP"
26634,"NNP"
26635,"POS"
26636,"NN"
26637,"IN"
26638,"DT"
26639,"NN"
26640,"WRB"
26641,"JJ"
26642,"NNS"
26643,"VBD"
26644,"VBN"
26645,"."
26646,"O"
26647,"NNP"
26648,"JJ"
26649,"CD"
26650,"CD"
26651,"NN"
26652,"IN"
26653,"NNP"
26654,","
26655,"VBG"
26656,"JJ"
26657,"NNP"
26658,"IN"
26659,"DT"
26660,"NN"
26661,"NN"
26662,"NNS"
26663,"PRP$"
26664,"JJ"
26665,"NN"
26666,"."
26667,"DT"
26668,"NNP"
26669,"NNP"
26670,"NNP"
26671,"VBD"
26672,"CD"
26673,"IN"
26674,"DT"
26675,"NN"
26676,"POS"
26677,"NNP"
26678,","
26679,"NNP"
26680,"CC"
26681,"NNS"
26682,"VBD"
26683,"IN"
26684,"DT"
26685,"JJ"
26686,"NN"
26687,"IN"
26688,"JJ"
26689,"NN"
26690,"IN"
26691,"DT"
26692,"JJ"
26693,"NN"
26694,","
26695,"RB"
26696,"VBG"
26697,"IN"
26698,"DT"
26699,"CD"
26700,"NN"
26701,"JJ"
26702,"NN"
26703,"IN"
26704,"DT"
26705,"JJ"
26706,"NN"
26707,"."
26708,"``"
26709,"NNP"
26710,"NN"
26711,"CC"
26712,"NNP"
26713,","
26714,"WDT"
26715,"VBP"
26716,"VBN"
26717,"DT"
26718,"NNS"
26719,"NN"
26720,"IN"
26721,"DT"
26722,"NNS"
26723,","
26724,"VBP"
26725,"IN"
26726,"NNP"
26727,"NNP"
26728,"IN"
26729,"VBG"
26730,"DT"
26731,"NNP"
26732,"NNP"
26733,"PRP$"
26734,"IN"
26735,"PRP"
26736,","
26737,"''"
26738,"VBD"
26739,"NNP"
26740,"NNP"
26741,","
26742,"VBD"
26743,"IN"
26744,"NNP"
26745,"NNP"
26746,"NNP"
26747,"IN"
26748,"NNP"
26749,"."
26750,"DT"
26751,"JJ"
26752,"NNS"
26753,"IN"
26754,"NNP"
26755,","
26756,"WDT"
26757,"VBD"
26758,"VBN"
26759,"IN"
26760,"DT"
26761,"NNP"
26762,"NNP"
26763,"NNP"
26764,"NN"
26765,"IN"
26766,"NN"
26767,"NNS"
26768,"VBD"
26769,"IN"
26770,"NNS"
26771,"IN"
26772,"NNP"
26773,","
26774,"VBZ"
26775,"DT"
26776,"NNP"
26777,"DT"
26778,"NN"
26779,"TO"
26780,"VB"
26781,"VB"
26782,"PRP$"
26783,"NN"
26784,"IN"
26785,"NN"
26786,"CC"
26787,"JJR"
26788,"NN"
26789,"NNS"
26790,"."
26791,"``"
26792,"PRP"
26793,"VBZ"
26794,"TO"
26795,"VB"
26796,"VBN"
26797,"IN"
26798,"DT"
26799,","
26800,"''"
26801,"VBD"
26802,"NNP"
26803,"NNP"
26804,","
26805,"VBN"
26806,"IN"
26807,"NNP"
26808,"NNP"
26809,"NNP"
26810,"."
26811,"DT"
26812,"NNP"
26813,"RB"
26814,"VBD"
26815,"NNP"
26816,"NN"
26817,"NNS"
26818,"IN"
26819,"JJ"
26820,"NN"
26821,"IN"
26822,"NN"
26823,"JJ"
26824,"NN"
26825,","
26826,"NNS"
26827,"IN"
26828,"CD"
26829,"NN"
26830,"IN"
26831,"NNP"
26832,"."
26833,"NNS"
26834,"IN"
26835,"NN"
26836,"NN"
26837,"VBD"
26838,"RBR"
26839,"IN"
26840,"DT"
26841,"NN"
26842,"NN"
26843,"."
26844,"CD"
26845,"CD"
26846,"NN"
26847,"VBD"
26848,"NN"
26849,","
26850,"PRP$"
26851,"JJ"
26852,"NN"
26853,"IN"
26854,"NNS"
26855,","
26856,"IN"
26857,"NNS"
26858,"VBD"
26859,"NN"
26860,"IN"
26861,"NNP"
26862,"."
26863,"NNP"
26864,"NNS"
26865,"IN"
26866,"CD"
26867,"NN"
26868,"IN"
26869,"NN"
26870,","
26871,"DT"
26872,"NN"
26873,"NN"
26874,"IN"
26875,"JJR"
26876,"IN"
26877,"DT"
26878,"NN"
26879,"CC"
26880,"RB"
26881,"IN"
26882,"CD"
26883,"NN"
26884,"IN"
26885,"NNP"
26886,"."
26887,"DT"
26888,"NNP"
26889,"NNP"
26890,"VBD"
26891,"JJ"
26892,"NN"
26893,"IN"
26894,"NNP"
26895,"NN"
26896,","
26897,"DT"
26898,"NN"
26899,"TO"
26900,"VB"
26901,"JJR"
26902,"IN"
26903,"CD"
26904,"NNS"
26905,"."
26906,"DT"
26907,"NN"
26908,"NN"
26909,"VBD"
26910,"VBN"
26911,"IN"
26912,"NNP"
26913,"NNP"
26914,"NNP"
26915,","
26916,"DT"
26917,"NN"
26918,"WDT"
26919,"VBZ"
26920,"DT"
26921,"NN"
26922,"NN"
26923,"."
26924,"NN"
26925,"IN"
26926,"JJ"
26927,"NN"
26928,"VBD"
26929,"VBN"
26930,"IN"
26931,"NNP"
26932,"."
26933,"NNS"
26934,"IN"
26935,"NN"
26936,"NN"
26937,","
26938,"CD"
26939,"NN"
26940,"IN"
26941,"DT"
26942,"NN"
26943,"IN"
26944,"NNP"
26945,"POS"
26946,"NN"
26947,"NN"
26948,","
26949,"NNP"
26950,"CD"
26951,"NN"
26952,"."
26953,"DT"
26954,"JJ"
26955,"NNS"
26956,"JJ"
26957,"NNS"
26958,"IN"
26959,"NN"
26960,"NN"
26961,"."
26962,"``"
26963,"DT"
26964,"JJ"
26965,"NNS"
26966,"VBP"
26967,"VBG"
26968,"IN"
26969,"NNP"
26970,"NN"
26971,"NN"
26972,"VBZ"
26973,"VBN"
26974,"TO"
26975,"VB"
26976,"NNS"
26977,","
26978,"''"
26979,"NNP"
26980,"NNP"
26981,"VBD"
26982,"."
26983,"``"
26984,"PRP"
26985,"VBP"
26986,"RB"
26987,"VB"
26988,"DT"
26989,"JJ"
26990,"NN"
26991,"IN"
26992,"DT"
26993,"RB"
26994,"."
26995,"''"
26996,"DT"
26997,"NN"
26998,"IN"
26999,"JJ"
27000,"NN"
27001,"JJR"
27002,"IN"
27003,"VBG"
27004,"DT"
27005,"NN"
27006,"NN"
27007,"IN"
27008,"NN"
27009,"NNS"
27010,","
27011,"DT"
27012,"NNP"
27013,"VBD"
27014,"."
27015,"NNS"
27016,"VBP"
27017,"RB"
27018,"VBG"
27019,"DT"
27020,"NNP"
27021,"NN"
27022,"IN"
27023,"NN"
27024,"NN"
27025,"TO"
27026,"VB"
27027,"NNS"
27028,"IN"
27029,"DT"
27030,"JJ"
27031,"NNS"
27032,"."
27033,"NN"
27034,"VBZ"
27035,"DT"
27036,"NN"
27037,"IN"
27038,"DT"
27039,"NNP"
27040,"NNP"
27041,"NNP"
27042,"POS"
27043,"NN"
27044,"IN"
27045,"JJ"
27046,"NN"
27047,"IN"
27048,"NNP"
27049,"."
27050,"DT"
27051,"NNS"
27052,"VBP"
27053,"JJ"
27054,"NN"
27055,"."
27056,"CD"
27057,"NN"
27058,"IN"
27059,"DT"
27060,"NNS"
27061,"NNS"
27062,"."
27063,"O"
27064,"JJ"
27065,"NN"
27066,","
27067,"NN"
27068,"CC"
27069,"JJ"
27070,"JJ"
27071,"NN"
27072,"IN"
27073,"DT"
27074,"NN"
27075,"VBD"
27076,"NN"
27077,","
27078,"VBD"
27079,"VBN"
27080,"TO"
27081,"DT"
27082,"NN"
27083,"NN"
27084,"IN"
27085,"NN"
27086,","
27087,"NN"
27088,"CC"
27089,"JJ"
27090,"NN"
27091,"IN"
27092,"DT"
27093,"NN"
27094,"POS"
27095,"NNP"
27096,"NNP"
27097,"NNP"
27098,"NNP"
27099,"NNP"
27100,"."
27101,"NNP"
27102,"NNP"
27103,"NNP"
27104,"VBD"
27105,"DT"
27106,"NN"
27107,","
27108,"RB"
27109,"RB"
27110,"IN"
27111,"DT"
27112,"NN"
27113,"IN"
27114,"NNP"
27115,"POS"
27116,"NN"
27117,"."
27118,"NNP"
27119,"VBZ"
27120,"RB"
27121,"DT"
27122,"NN"
27123,"IN"
27124,"NNP"
27125,"."
27126,"O"
27127,"RB"
27128,"JJ"
27129,"NNS"
27130,"IN"
27131,"NNS"
27132,"IN"
27133,"NNS"
27134,"NNS"
27135,"IN"
27136,"NNS"
27137,"VBP"
27138,"VBN"
27139,"TO"
27140,"VB"
27141,","
27142,"JJ"
27143,"NNS"
27144,"NN"
27145,"."
27146,"DT"
27147,"NN"
27148,"VBZ"
27149,"RB"
27150,"JJ"
27151,"IN"
27152,"JJ"
27153,"NN"
27154,","
27155,"IN"
27156,"JJ"
27157,"NN"
27158,"CC"
27159,"NNS"
27160,"CC"
27161,"JJ"
27162,"NNS"
27163,"RB"
27164,"RB"
27165,"JJR"
27166,"JJ"
27167,"NNS"
27168,"."
27169,"DT"
27170,"NN"
27171,"IN"
27172,"DT"
27173,"NN"
27174,"POS"
27175,"NN"
27176,"IN"
27177,"DT"
27178,"NNP"
27179,"IN"
27180,"DT"
27181,"NNP"
27182,"NNP"
27183,"NNP"
27184,"RB"
27185,"NNS"
27186,"IN"
27187,"JJ"
27188,"NNP"
27189,"VBD"
27190,"NNS"
27191,"IN"
27192,"NNP"
27193,"NNP"
27194,","
27195,"DT"
27196,"NNS"
27197,"NN"
27198,"IN"
27199,"JJ"
27200,"NN"
27201,","
27202,"RB"
27203,"VB"
27204,"TO"
27205,"VB"
27206,"IN"
27207,"JJ"
27208,"NNS"
27209,"IN"
27210,"JJ"
27211,"NN"
27212,"NN"
27213,"TO"
27214,"VB"
27215,"."
27216,"DT"
27217,"NN"
27218,","
27219,"WDT"
27220,"RB"
27221,"JJ"
27222,"NNS"
27223,"IN"
27224,"DT"
27225,"NNP"
27226,"NNP"
27227,"NNP"
27228,"VBD"
27229,"DT"
27230,"NN"
27231,"NN"
27232,"IN"
27233,"DT"
27234,"NN"
27235,"IN"
27236,"NNP"
27237,","
27238,"VBZ"
27239,"DT"
27240,"JJ"
27241,"NN"
27242,"TO"
27243,"VB"
27244,"IN"
27245,"DT"
27246,"NN"
27247,"IN"
27248,"NNP"
27249,"VBZ"
27250,"VBG"
27251,"TO"
27252,"VB"
27253,"JJ"
27254,"NNS"
27255,"IN"
27256,"NNP"
27257,"NNP"
27258,"."
27259,"``"
27260,"VBD"
27261,"DT"
27262,"VBZ"
27263,"DT"
27264,"VBZ"
27265,"IN"
27266,"DT"
27267,"NN"
27268,"NN"
27269,"POS"
27270,"NN"
27271,"VBZ"
27272,"VBN"
27273,"DT"
27274,"NN"
27275,","
27276,"''"
27277,"VBD"
27278,"NNP"
27279,"NNP"
27280,","
27281,"DT"
27282,"NN"
27283,"IN"
27284,"DT"
27285,"NNP"
27286,"NNP"
27287,"NNP"
27288,"IN"
